smoothness,grad_norm
0.7112884531098794,0.2868976798135835
7.551636464264911,4.590255833947523
0.8907090590514274,0.4077486903181395
3.96729357009164,0.2472102708310617
11.504221912452048,6.185781618453444
2.410128404252806,1.4519400894210481
0.7631359697769096,0.5042688804264014
1.4238942224336293,0.2785596738970392
8.451137350695232,2.8458636908950425
0.7150859899449349,0.23972856132966322
2.2118267744055173,1.2121180067312147
0.3758230900136421,0.1684854937511124
2.551379047008505,0.6018923877826124
0.49614386151810863,0.1501030812763334
0.7159412745353729,0.39437514539596
0.19458291451223206,0.1357469885060742
0.5603537378047493,0.14708950457048928
0.48450230652009274,0.1952998694832322
0.5459657069215064,0.15627058826625675
0.5463064907188772,0.2497307040892497
0.2258919454711863,0.12013709860668502
0.46204427964920547,0.1550813313577115
0.4234914723208011,0.13722343711165566
0.3559419127938754,0.10566355188951343
0.6222974228250057,0.21281200551669185
0.4635771793425067,0.21397950954013423
0.2394883813130559,0.10950556252128399
0.5344994040104691,0.12227545687182757
0.5274723107374958,0.14652134980287182
0.3435967585254739,0.10575187749997866
0.6555554450810365,0.29870705352744525
0.9015305855455178,0.5278534348357694
0.1862135127430693,0.1213146200241802
0.1344272171236678,0.10675823958416684
0.3630847423484153,0.09383186512320409
0.5349602337982634,0.21212218342670638
0.4555269879731282,0.25359768557990153
0.21251428480577914,0.1258320967797011
0.3895473878189949,0.08184937312690553
0.19786550424096902,0.054482052623040046
0.6798264852570588,0.05237634661970874
0.49073753057861647,0.04134551664370852
0.6131235978815741,0.09069295884748381
0.7581333627175777,0.16226711787829265
0.23551048881254116,0.08714898994369377
0.6050106621750614,0.1444055391526817
0.7524325753870963,0.14676160131874885
0.29764157904372124,0.0910738277411106
0.6145950123447437,0.13263102513270014
0.47005007229697654,0.18542476420207657
0.28994100726012656,0.1200564005188799
0.999562829999883,0.11637555435299357
0.5246425234719269,0.04855426095476467
0.5972347370937816,0.144444755691317
0.551869803075665,0.23017075340318682
0.3185882914534697,0.1635432127490142
0.2792711703347512,0.07916678639315525
0.6828172424395955,0.12702068767507754
0.39642752086421973,0.23684279156041196
0.43783935595491014,0.11908624893670887
0.5173818966862331,0.19202237219142115
0.35767604473972353,0.13433250230861624
0.3185230897234917,0.09790451088396905
0.700469754892368,0.13587801254688886
0.40522398659346826,0.13097517230212027
0.4816567297317127,0.12541768201249204
0.546664335713762,0.26704580909600295
0.43424751696488983,0.14999027854539684
0.17105122230384656,0.11677184297439543
0.4320171245321568,0.0772343500062806
0.54156128090656,0.11052440947770359
0.37759369193361686,0.10423459228966168
0.5418503974704596,0.1575536090624385
0.23678186091602405,0.11044860099182496
0.5048258211606831,0.09377855078051561
0.6124038800247502,0.29850932792311796
0.4259404696385625,0.1372314917288713
0.20983345795781325,0.1191303436113918
0.5018204291856474,0.10453892023369148
0.4813410775726746,0.10510212116587266
0.5506151316781924,0.1498460473177423
0.4986143215653998,0.160453751017357
0.4552170845542372,0.16572393297866825
0.477652891460984,0.19431488426128063
0.4049405621986332,0.1096546018966501
0.48262069653520573,0.14191873002086866
0.42588909538799974,0.10223127554872048
0.336399633567166,0.08920004645301698
0.519303032945486,0.13156950784592836
0.35848122615194455,0.12138044564351462
0.607368842986587,0.14268551050135445
0.3182823668524861,0.06567531425033142
0.6198014423585958,0.08433698526568655
0.4060686822456644,0.09634240940737197
0.5262140480288056,0.1917454511374239
0.4070177090221645,0.1585059516082848
0.3795504066230044,0.11059192919320743
0.38129696303170857,0.11374712000551211
0.5123065481199134,0.13094426734526277
0.43914423870956953,0.22451777895823705
0.47653005351124844,0.12999731682749469
0.39177607488883615,0.1589198546482945
0.48936409937940034,0.14514981707262828
0.5060047834121069,0.15558610336651152
0.3973404404990913,0.10613085880453811
0.4814950028708199,0.10228146150077332
0.4690123165311907,0.11773278685734971
0.5349123242954447,0.17678040897793532
0.41413970786136495,0.11588598223172743
